movie_id|title|Animation|Children's|Comedy|Adventure|Fantasy|Romance|Drama|Action|Crime|Thriller|Horror|Sci-Fi|Documentary|War|Musical|Mystery|Film-Noir|Western
8|Tom and Huck|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
15|Cutthroat Island|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0
26|Othello|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
31|Dangerous Minds|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
32|Twelve Monkeys|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0
33|Wings of Courage|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
43|Restoration|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
44|Mortal Kombat|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
58|Postino, Il (The Postman)|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
59|Confessional, The (Le Confessionnal)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0
64|Two if by Sea|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
72|Kicking and Screaming|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
76|Screamers|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
78|Crossing Guard, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
79|Juror, The|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
80|White Balloon, The (Badkonake Sefid )|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
86|White Squall|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0
95|Broken Arrow|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
96|In the Bleak Midwinter|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
100|City Hall|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
102|Mr. Wrong|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
103|Unforgettable|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
107|Muppet Treasure Island|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0
115|Happiness Is in the Field|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
123|Chungking Express|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0
134|Sonic Outlaws|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
135|Down Periscope|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
139|Target|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
145|Bad Boys|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
146|Amazing Panda Adventure, The|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
150|Apollo 13|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
151|Rob Roy|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0
164|Devil in a Blue Dress|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|0
170|Hackers|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0
172|Johnny Mnemonic|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0
175|Kids|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
176|Living in Oblivion|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
178|Love & Human Remains|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
179|Mad Love|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
187|Party Girl|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
190|Safe|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
193|Showgirls|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
198|Strange Days|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0
199|Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
202|Total Eclipse|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
203|To Wong Foo, Thanks for Everything! Julie Newmar|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
204|Under Siege 2: Dark Territory|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
213|Burnt By the Sun (Utomlyonnye solntsem)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
224|Don Juan DeMarco|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
231|Dumb & Dumber|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
233|Exotica|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
234|Exit to Eden|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
235|Ed Wood|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
236|French Kiss|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
238|Far From Home: The Adventures of Yellow Dog|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
239|Goofy Movie, A|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
240|Hideaway|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
248|Houseguest|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
261|Little Women|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
267|Major Payne|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
272|Madness of King George, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
283|New Jersey Drive|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
284|New York Cop|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0
285|Beyond Bedlam|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
289|Only You|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
291|Poison Ivy II|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
304|Roommates|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
321|Strawberry and Chocolate (Fresa y chocolate)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
324|Sum of Us, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
326|To Live (Huozhe)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
331|Tom & Viv|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
339|While You Were Sleeping|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
342|Muriel's Wedding|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
344|Ace Ventura: Pet Detective|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
346|Backbeat|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
350|Client, The|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0
359|I Like It Like That|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
363|Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
370|Naked Gun 33 1/3: The Final Insult|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
385|Man of No Importance, A|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
400|Homage|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
414|Air Up There, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
417|Barcelona|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
420|Beverly Hills Cop III|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
426|Body Snatchers|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0
428|Bronx Tale, A|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
437|Cops and Robbersons|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
438|Cowboy Way, The|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
440|Dave|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
444|Even Cowgirls Get the Blues|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
450|With Honors|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
453|For Love or Money|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
457|Fugitive, The|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
459|Getaway, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
460|Getting Even with Dad|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
470|House Party 3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
480|Jurassic Park|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0
487|Lightning Jack|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
492|Manhattan Murder Mystery|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
493|Menace II Society|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0
496|What Happened Was...|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
505|North|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
506|Orlando|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
507|Perfect World, A|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
510|Poetic Justice|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
512|Robert A. Heinlein's The Puppet Masters|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
524|Rudy|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
530|Second Best|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
531|Secret Garden, The|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
541|Blade Runner|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
550|Threesome|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
551|Nightmare Before Christmas, The|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
552|Three Musketeers, The|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
553|Tombstone|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
558|Pagemaster, The|1|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0
561|Killer (Bulletproof Heart)|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
565|Cronos|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
567|Kika|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
570|Slingshot, The (Kådisbellan )|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
577|Andre|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
578|Hour of the Pig, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0
581|Celluloid Closet, The|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
583|Dear Diary (Caro Diario)|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
584|I Don't Want to Talk About It (De eso no se habla)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
587|Ghost|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
591|Tough and Deadly|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0
597|Pretty Woman|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
598|Window to Paris|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
600|Love and a .45|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
608|Fargo|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0
619|Ed|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
623|Modern Affair, A|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
628|Primal Fear|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
631|All Dogs Go to Heaven 2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
633|Denise Calls Up|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
634|Theodore Rex|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
638|Jack and Sarah|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
639|Girl 6|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
649|Cold Fever (Á köldum klaka)|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
654|Und keiner weint mir nach|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
662|Fear|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
663|Kids in the Hall: Brain Candy|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
669|Aparajito|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
672|Tarantella|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
679|Run of the Country, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
681|Clean Slate (Coup de Torchon)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
682|Tigrero: A Film That Was Never Made|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
687|Country Life|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
688|Operation Dumbo Drop|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0
690|Promise, The (Versprechen, Das)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
697|Feeling Minnesota|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
698|Delta of Venus|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
702|Faces|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
704|Quest, The|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
705|Cosi|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
709|Oliver & Company|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
713|Of Love and Shadows|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
720|Wallace & Gromit: The Best of Aardman Animation|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
736|Twister|0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0
742|Thinner|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
746|Force of Evil|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
748|Arrival, The|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0
749|Man from Down Under, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
752|Vermont Is For Lovers|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
753|Month by the Lake, A|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
760|Stalingrad|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
761|Phantom, The|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
768|Someone Else's America|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
770|Costa Brava|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
771|Vie est belle, La (Life is Rosey)|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
784|Cable Guy, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
789|I, Worst of All (Yo, la peor de todas)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
801|Harriet the Spy|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
807|Rendezvous in Paris (Rendez-vous de Paris, Les)|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
811|Bewegte Mann, Der|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
832|Ransom|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
833|High School High|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
838|Emma|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
841|Eyes Without a Face|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
842|Tales from the Crypt Presents: Bordello of Blood|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
843|Lotto Land|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
845|Day the Sun Turned Cold, The (Tianguo niezi)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
849|Escape from L.A.|0|0|0|1|0|0|0|1|0|1|0|1|0|0|0|0|0|0
854|Ballad of Narayama, The (Narayama Bushiko)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
861|Supercop|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
871|Lover's Knot|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
872|Aiqing wansui|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
876|Police Story 4: Project S (Chao ji ji hua)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
878|Bye-Bye|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
886|Bulletproof|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
896|Wild Reeds|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
909|Apartment, The|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
910|Some Like It Hot|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
925|Golden Earrings|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
926|All About Eve|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
927|Women, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
932|Affair to Remember, An|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
937|Love in the Afternoon|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
946|To Be or Not to Be|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
955|Bringing Up Baby|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
966|Walk in the Sun, A|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
971|Cat on a Hot Tin Roof|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
972|Last Time I Saw Paris, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
982|Picnic|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
986|Fly Away Home|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
996|Last Man Standing|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1
1010|Love Bug, The|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1016|Shaggy Dog, The|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1026|So Dear to My Heart|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1031|Bedknobs and Broomsticks|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0
1044|Surviving Picasso|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1049|Ghost and the Darkness, The|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
1050|Looking for Richard|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
1054|Get on the Bus|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1055|Shadow Conspiracy|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
1059|William Shakespeare's Romeo and Juliet|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
1063|Johns|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1065|Woman in Question, The|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
1071|For the Moment|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1078|Bananas|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
1079|Fish Called Wanda, A|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1089|Reservoir Dogs|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
1101|Top Gun|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
1111|Microcosmos (Microcosmos: Le peuple de l'herbe)|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
1115|Sleepover|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1119|Drunks|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1120|People vs. Larry Flynt, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1123|Perfect Candidate, A|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
1141|Hoogste tijd|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1152|He Walked by Night|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0
1164|Two or Three Things I Know About Her|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1176|Double Life of Veronique, The (La Double Vie de Véronique)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1180|Hear My Song|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1190|Tie Me Up! Tie Me Down!|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1193|One Flew Over the Cuckoo's Nest|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1196|Star Wars: Episode V - The Empire Strikes Back|0|0|0|1|0|0|1|1|0|0|0|1|0|1|0|0|0|0
1203|12 Angry Men|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1214|Alien|0|0|0|0|0|0|0|1|0|1|1|1|0|0|0|0|0|0
1219|Psycho|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
1226|Quiet Man, The|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1240|Terminator, The|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0
1246|Dead Poets Society|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1250|Bridge on the River Kwai, The|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
1252|Chinatown|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0
1257|Better Off Dead...|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1265|Groundhog Day|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1271|Fried Green Tomatoes|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1272|Patton|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
1278|Young Frankenstein|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
1280|Raise the Red Lantern|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1286|Somewhere in Time|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
1289|Koyaanisqatsi|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
1296|Room with a View, A|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
1303|Man Who Would Be King, The|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1304|Butch Cassidy and the Sundance Kid|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
1305|Paris, Texas|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1307|When Harry Met Sally...|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
1317|I'm Not Rappaport|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1319|Kids of Survival|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
1323|Amityville 3-D|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
1327|Amityville Horror, The|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
1336|Body Parts|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
1339|Bram Stoker's Dracula|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
